name,L_mean,L_std,a_mean,a_std,b_mean,b_std,lab_ssim_hor,lab_ssim_ver,edge_ssim_hor,edge_ssim_ver,edge_density,edge_density_field_1_1,edge_density_field_1_2,edge_density_field_1_3,edge_density_field_1_4,edge_density_field_1_5,edge_density_field_1_6,edge_density_field_1_7,edge_density_field_1_8,edge_density_field_2_1,edge_density_field_2_2,edge_density_field_2_3,edge_density_field_2_4,edge_density_field_2_5,edge_density_field_2_6,edge_density_field_2_7,edge_density_field_2_8,edge_density_field_3_1,edge_density_field_3_2,edge_density_field_3_3,edge_density_field_3_4,edge_density_field_3_5,edge_density_field_3_6,edge_density_field_3_7,edge_density_field_3_8,edge_density_field_4_1,edge_density_field_4_2,edge_density_field_4_3,edge_density_field_4_4,edge_density_field_4_5,edge_density_field_4_6,edge_density_field_4_7,edge_density_field_4_8,edge_density_field_5_1,edge_density_field_5_2,edge_density_field_5_3,edge_density_field_5_4,edge_density_field_5_5,edge_density_field_5_6,edge_density_field_5_7,edge_density_field_5_8,edge_density_field_6_1,edge_density_field_6_2,edge_density_field_6_3,edge_density_field_6_4,edge_density_field_6_5,edge_density_field_6_6,edge_density_field_6_7,edge_density_field_6_8,edge_density_field_7_1,edge_density_field_7_2,edge_density_field_7_3,edge_density_field_7_4,edge_density_field_7_5,edge_density_field_7_6,edge_density_field_7_7,edge_density_field_7_8,edge_density_field_8_1,edge_density_field_8_2,edge_density_field_8_3,edge_density_field_8_4,edge_density_field_8_5,edge_density_field_8_6,edge_density_field_8_7,edge_density_field_8_8,edge_length_mean,edge_length_std,edge_curvature_mean,edge_curvature_hist_01,edge_curvature_hist_02,edge_curvature_hist_03,edge_curvature_hist_04,edge_curvature_hist_05,edge_curvature_hist_06,edge_curvature_hist_07,edge_curvature_hist_08,edge_curvature_hist_09,edge_curvature_hist_10,edge_curvature_hist_11,edge_curvature_hist_12,edge_curvature_hist_13,edge_curvature_hist_14,edge_curvature_hist_15,edge_curvature_hist_16,edge_curvature_hist_17,edge_curvature_hist_18,edge_curvature_hist_19,edge_curvature_hist_20,edge_curvature_entropy,line_angle_mean,line_angle_hist_01,line_angle_hist_02,line_angle_hist_03,line_angle_hist_04,line_angle_hist_05,line_angle_hist_06,line_angle_hist_07,line_angle_hist_08,line_angle_hist_09,line_angle_hist_10,line_angle_hist_11,line_angle_hist_12,line_angle_hist_13,line_angle_hist_14,line_angle_hist_15,line_angle_hist_16,line_angle_hist_17,line_angle_hist_18,line_angle_hist_19,line_angle_hist_20,line_angle_hist_21,line_angle_hist_22,line_angle_hist_23,line_angle_hist_24,line_angle_hist_25,line_angle_hist_26,line_angle_hist_27,line_angle_hist_28,line_angle_hist_29,line_angle_hist_30,line_angle_hist_31,line_angle_hist_32,line_angle_hist_33,line_angle_hist_34,line_angle_hist_35,line_angle_hist_36,line_angle_entropy
001,166.10157108306885,85.61056299485324,134.30740356445312,17.908721294321452,131.05726718902588,25.302667251080997,0.7842411016123964,0.7643862740658012,0.7463390079113285,0.7173348317688283,0.042288780212402344,0.04791259765625,0.03125,0.07318115234375,0.0814208984375,0.07470703125,0.065673828125,0.0078125,0.044677734375,0.04833984375,0.01800537109375,0.06512451171875,0.07977294921875,0.067626953125,0.056396484375,0.01177978515625,0.044189453125,0.03875732421875,0.04058837890625,0.081787109375,0.0902099609375,0.0784912109375,0.0474853515625,0.0595703125,0.0362548828125,0.04400634765625,0.0328369140625,0.0518798828125,0.04229736328125,0.0592041015625,0.07415771484375,0.0604248046875,0.032470703125,0.0440673828125,0.0413818359375,0.0234375,0.0078125,0.02435302734375,0.0167236328125,0.0,0.015625,0.02984619140625,0.04229736328125,0.04705810546875,0.0400390625,0.048828125,0.0343017578125,0.015625,0.0281982421875,0.029052734375,0.05181884765625,0.04852294921875,0.07098388671875,0.057861328125,0.03399658203125,0.015625,0.0362548828125,0.015625,0.0257568359375,0.0078125,0.043212890625,0.041015625,0.03515625,0.015625,0.0302734375,0.2185360259325764,1.0012033882709517,455.28744375802324,0.5755300859598854,0.0995702005730659,0.08816618911174785,0.0630945558739255,0.044240687679083096,0.03183381088825215,0.022722063037249284,0.017564469914040114,0.011088825214899713,0.008882521489971347,0.006962750716332378,0.005845272206303725,0.004412607449856733,0.0032951289398280804,0.00332378223495702,0.001489971346704871,0.00166189111747851,0.0010315186246418338,0.0008595988538681948,0.00842406876790831,1.6327643029309054,89.98898332281107,0.42934782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.483695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.9755929614514274
002,179.06750392913818,74.95427181388033,133.64866256713867,12.151970505140577,127.71100521087646,21.17572806326231,0.7770003234660009,0.7648435080475798,0.7484989092994543,0.7401206385928484,0.04457664489746094,0.0,0.01678466796875,0.0,0.0,0.015625,0.0,0.03564453125,0.0970458984375,0.015625,0.0455322265625,0.015625,0.02899169921875,0.0284423828125,0.04229736328125,0.07659912109375,0.07012939453125,0.0078125,0.02685546875,0.01043701171875,0.07916259765625,0.07562255859375,0.135009765625,0.05731201171875,0.02899169921875,0.0234375,0.0545654296875,0.06256103515625,0.1136474609375,0.12939453125,0.100341796875,0.07733154296875,0.039306640625,0.015625,0.032958984375,0.1650390625,0.0587158203125,0.0548095703125,0.04644775390625,0.0628662109375,0.0234375,0.0078125,0.03582763671875,0.0625,0.04827880859375,0.045654296875,0.074462890625,0.0257568359375,0.0078125,0.015625,0.0499267578125,0.033447265625,0.058349609375,0.064208984375,0.0252685546875,0.02484130859375,0.0078125,0.06414794921875,0.06927490234375,0.06396484375,0.01837158203125,0.03875732421875,0.0078125,0.025146484375,0.0078125,0.10469673896607544,0.8460523439414481,619.859019295078,0.20498511904761904,0.17875,0.1549702380952381,0.10138392857142857,0.07267857142857143,0.06388392857142858,0.05160714285714286,0.03840773809523809,0.02186011904761905,0.01849702380952381,0.01386904761904762,0.011889880952380952,0.010714285714285714,0.009122023809523809,0.01107142857142857,0.007142857142857143,0.0036458333333333334,0.002425595238095238,0.0037797619047619047,0.019315476190476192,2.3764597245559003,131.96137057051956,0.15864022662889518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025495750708215296,0.11898016997167139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113314447592068,0.18413597733711048,0.0,0.0,0.0,0.0,0.0,0.0,0.036827195467422094,0.0906515580736544,0.35410764872521244,0.014164305949008499,0.0,0.0,0.0,0.0,0.0,0.0,0.0056657223796034,1.7976924720736338
003,147.76371002197266,93.34476337274714,131.39839553833008,13.6632041093804,131.85766315460205,21.986801676880713,0.7417392280781625,0.7418172447117769,0.7004759256354915,0.716264514638265,0.052326202392578125,0.0562744140625,0.03924560546875,0.0362548828125,0.06201171875,0.0567626953125,0.08038330078125,0.06427001953125,0.04180908203125,0.0390625,0.04364013671875,0.03094482421875,0.02911376953125,0.015625,0.05609130859375,0.04388427734375,0.0390625,0.04443359375,0.05426025390625,0.07989501953125,0.0726318359375,0.0596923828125,0.04278564453125,0.0560302734375,0.04827880859375,0.02520751953125,0.0390625,0.07244873046875,0.07757568359375,0.08502197265625,0.04815673828125,0.0396728515625,0.0546875,0.04034423828125,0.06988525390625,0.06158447265625,0.03350830078125,0.02288818359375,0.0462646484375,0.08538818359375,0.05560302734375,0.06817626953125,0.0792236328125,0.04034423828125,0.0350341796875,0.04473876953125,0.0654296875,0.06170654296875,0.040283203125,0.077880859375,0.0670166015625,0.04998779296875,0.081298828125,0.046875,0.06109619140625,0.07281494140625,0.02728271484375,0.06842041015625,0.05133056640625,0.046875,0.0614013671875,0.03125,0.0465087890625,0.0545654296875,0.01959228515625,0.19980623402721423,0.45331764238459227,568.0569906841315,0.5317505470459518,0.11341356673960613,0.0936542669584245,0.061575492341356675,0.04761487964989059,0.03330415754923414,0.02601750547045952,0.021466083150984683,0.013304157549234136,0.009846827133479213,0.008336980306345733,0.006083150984682714,0.004704595185995623,0.003982494529540481,0.004135667396061269,0.003216630196936543,0.0016411378555798686,0.001838074398249453,0.0019693654266958426,0.012144420131291028,1.7620390504117376,83.78626103094992,0.3524904214559387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06513409961685823,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0421455938697318,1.2492551232530755
004,178.97040843963623,73.7243787116702,131.16701126098633,15.351043966371739,132.46073532104492,22.494091813667005,0.7477443218518419,0.7525060427058646,0.6673094533045392,0.6655600147555444,0.06795310974121094,0.0634765625,0.03192138671875,0.04541015625,0.05230712890625,0.050048828125,0.03558349609375,0.0283203125,0.041015625,0.07171630859375,0.0469970703125,0.0513916015625,0.04498291015625,0.0845947265625,0.06707763671875,0.10675048828125,0.06414794921875,0.046875,0.0260009765625,0.0443115234375,0.05841064453125,0.06005859375,0.094482421875,0.0614013671875,0.04046630859375,0.09442138671875,0.07080078125,0.12762451171875,0.0328369140625,0.13897705078125,0.12677001953125,0.06011962890625,0.0687255859375,0.046875,0.05767822265625,0.07794189453125,0.10406494140625,0.177978515625,0.0755615234375,0.04937744140625,0.0355224609375,0.046875,0.05059814453125,0.07220458984375,0.12432861328125,0.1324462890625,0.104248046875,0.0400390625,0.0263671875,0.08343505859375,0.0950927734375,0.0994873046875,0.09381103515625,0.03125,0.0892333984375,0.0234375,0.02362060546875,0.08306884765625,0.0849609375,0.06689453125,0.103271484375,0.0543212890625,0.0606689453125,0.05694580078125,0.03936767578125,0.11404992316311485,0.36413669582546393,606.1781484007855,0.42011834319526625,0.14380459901138873,0.11138975533425217,0.07513031223121483,0.058373661903232156,0.04405226997170955,0.03067389299370978,0.02450802598990663,0.01734733002414533,0.0133991025813739,0.011108923408532732,0.008870558244126883,0.006642555881408097,0.005937885366687738,0.005689178126198199,0.0036580689955336325,0.00287049606731676,0.001709862278365579,0.001544057451372553,0.01317112094425849,2.0117339783906827,109.43605566896653,0.27294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.01411764705882353,0.03764705882352941,0.10823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018823529411764704,0.2988235294117647,0.0,0.002352941176470588,0.0,0.0,0.0,0.011764705882352941,0.18352941176470589,0.02588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02588235294117647,1.7812246768367836
005,135.16404056549072,90.7425279118255,140.32774448394775,20.89928030873733,131.62342262268066,23.518490981359594,0.6615038469788357,0.8327361930274435,0.524751394433177,0.7696931714213574,0.05511665344238281,0.07244873046875,0.0799560546875,0.0546875,0.0269775390625,0.0078125,0.081787109375,0.0601806640625,0.06207275390625,0.0635986328125,0.0625,0.0546875,0.02215576171875,0.0078125,0.07904052734375,0.05950927734375,0.07122802734375,0.055908203125,0.06884765625,0.0546875,0.015625,0.0,0.08099365234375,0.07049560546875,0.082763671875,0.05816650390625,0.0732421875,0.053955078125,0.0213623046875,0.0,0.084228515625,0.0618896484375,0.0648193359375,0.07183837890625,0.0933837890625,0.05194091796875,0.024169921875,0.0078125,0.09661865234375,0.0606689453125,0.06451416015625,0.056640625,0.0706787109375,0.0540771484375,0.03436279296875,0.0,0.0867919921875,0.0679931640625,0.06976318359375,0.0712890625,0.0670166015625,0.06549072265625,0.0234375,0.0,0.08685302734375,0.06378173828125,0.071533203125,0.05120849609375,0.071533203125,0.0711669921875,0.03302001953125,0.0234375,0.07061767578125,0.06036376953125,0.072021484375,1.033248886954751,1.8173654339409127,899.9954308409355,0.6204944329118701,0.0891677675033025,0.07520286846574825,0.053028873372334404,0.03604453670503869,0.026986223815814305,0.01924891488960181,0.015474617852424986,0.010851103981883374,0.009247027741083224,0.009058312889224382,0.006510662389130025,0.004623513870541612,0.003396867333459143,0.0036799396112474052,0.0016984336667295716,0.0007548594074353652,0.0011322891111530478,0.0009435742592942064,0.012455180222683526,1.5375173308987031,89.97511816479668,0.02510460251046025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03347280334728033,0.9414225941422594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2630381140871528
006,139.30850887298584,96.80114860760648,137.96286869049072,17.573285501682783,126.42887878417969,30.545941632762492,0.6041718719157848,0.7753667614725939,0.5404105320978538,0.6861992967530863,0.05688953399658203,0.0732421875,0.10699462890625,0.05419921875,0.0504150390625,0.04388427734375,0.02960205078125,0.06732177734375,0.1175537109375,0.07379150390625,0.063720703125,0.0570068359375,0.05841064453125,0.0361328125,0.0234375,0.0546875,0.111572265625,0.07208251953125,0.12469482421875,0.069580078125,0.0498046875,0.036376953125,0.035400390625,0.0501708984375,0.10675048828125,0.077880859375,0.10809326171875,0.0557861328125,0.046875,0.03369140625,0.032958984375,0.05841064453125,0.10418701171875,0.0274658203125,0.0826416015625,0.03814697265625,0.0499267578125,0.03125,0.0543212890625,0.06494140625,0.0899658203125,0.0234375,0.0849609375,0.01800537109375,0.0535888671875,0.03125,0.04815673828125,0.04803466796875,0.0279541015625,0.0234375,0.10540771484375,0.0225830078125,0.089599609375,0.03125,0.0439453125,0.048095703125,0.01983642578125,0.04296875,0.091796875,0.02655029296875,0.06256103515625,0.03936767578125,0.04351806640625,0.05859375,0.03265380859375,0.5231841008409535,1.521391425575868,954.339839825785,0.4367076720818856,0.14592919522959902,0.10949384918771715,0.0840924030425392,0.057188468400788804,0.03854822049018687,0.026105737627946286,0.020142736407174382,0.015916987510564373,0.011268663724293361,0.009813127993238802,0.007700253544933797,0.006244717813879238,0.0043666071931636775,0.004601371020753122,0.0027702131655554514,0.0015963940276082261,0.0010799136069114472,0.0015494412620903372,0.014884026669170814,1.9421357383149174,90.00679718860216,0.09163346613545817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027888446215139442,0.8685258964143426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01195219123505976,0.49416410023224855
007,154.29938983917236,84.1377319328752,135.9676923751831,18.3892965043284,127.9346570968628,22.920859470253717,0.7234654469157942,0.8683122917931216,0.6044241384904401,0.8743823153059889,0.05786705017089844,0.11480712890625,0.05859375,0.06982421875,0.10107421875,0.0166015625,0.0174560546875,0.03533935546875,0.1170654296875,0.08111572265625,0.0557861328125,0.06768798828125,0.1031494140625,0.011962890625,0.01837158203125,0.03558349609375,0.111572265625,0.10638427734375,0.04339599609375,0.046875,0.093505859375,0.01190185546875,0.03179931640625,0.06317138671875,0.14617919921875,0.10394287109375,0.05438232421875,0.066162109375,0.0960693359375,0.01153564453125,0.0196533203125,0.017578125,0.0882568359375,0.07928466796875,0.033447265625,0.046875,0.0703125,0.0078125,0.0078125,0.015625,0.09576416015625,0.079345703125,0.05633544921875,0.08050537109375,0.09930419921875,0.01263427734375,0.015380859375,0.0367431640625,0.127685546875,0.07891845703125,0.02587890625,0.07232666015625,0.0703125,0.0078125,0.0078125,0.015625,0.078125,0.10601806640625,0.05303955078125,0.0821533203125,0.09185791015625,0.01385498046875,0.02276611328125,0.015625,0.0797119140625,0.2194007928502672,1.1897697789431207,373.4579918652488,0.4698006234440051,0.13960543107596393,0.11722002552354652,0.07926944078327998,0.05512667629029896,0.03617230485993431,0.025607230276784035,0.018347664177074834,0.0123433544634825,0.009770078871942927,0.007615222075775644,0.00617167723174125,0.004205108893491496,0.0033891922425155338,0.002217619615473127,0.0017782798803322244,0.001380782024728551,0.0009205213498190339,0.0012761773258854788,0.007782589593924559,1.8259788631354332,89.71326324981347,0.41711229946524064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106951871657754,0.5508021390374331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213903743315508,0.823986445330308
008,157.74427223205566,69.09339711181727,136.90569591522217,18.220671452393198,131.47403812408447,21.545297438839626,0.7710710394753324,0.829552041852396,0.6106540395313883,0.6929910615067407,0.045784950256347656,0.03125,0.10577392578125,0.08782958984375,0.08966064453125,0.018310546875,0.0,0.01776123046875,0.04498291015625,0.0421142578125,0.102294921875,0.077880859375,0.0755615234375,0.0238037109375,0.0,0.015625,0.0390625,0.04144287109375,0.08953857421875,0.0701904296875,0.0787353515625,0.03302001953125,0.02001953125,0.03765869140625,0.072509765625,0.049072265625,0.07440185546875,0.0269775390625,0.02972412109375,0.033935546875,0.01751708984375,0.06158447265625,0.0484619140625,0.0439453125,0.0853271484375,0.015625,0.027099609375,0.01605224609375,0.0,0.04150390625,0.0472412109375,0.0347900390625,0.08880615234375,0.0,0.009033203125,0.015625,0.0,0.04229736328125,0.0509033203125,0.04010009765625,0.08221435546875,0.07269287109375,0.08544921875,0.03192138671875,0.02191162109375,0.04913330078125,0.05133056640625,0.0491943359375,0.08685302734375,0.0816650390625,0.09283447265625,0.015625,0.00701904296875,0.04144287109375,0.0458984375,0.5804486003955343,3.230663011603248,773.4742148639882,0.47779220779220777,0.13642857142857143,0.10688311688311689,0.08116883116883117,0.050194805194805195,0.03474025974025974,0.024285714285714285,0.01883116883116883,0.012012987012987014,0.009675324675324675,0.009220779220779221,0.007142857142857143,0.0065584415584415585,0.0035064935064935067,0.003961038961038961,0.001948051948051948,0.0011688311688311688,0.0011688311688311688,0.0015584415584415584,0.011753246753246753,1.840909633926315,90.0264499778479,0.1277533039647577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013215859030837005,0.8590308370044053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45057852032042156
009,142.93836402893066,68.60253882247203,133.42504119873047,16.792862274995723,130.897705078125,28.79537682509261,0.7619071985670408,0.7568238192315263,0.7983530588000437,0.7788408099162862,0.028649330139160156,0.0078125,0.0086669921875,0.01373291015625,0.0355224609375,0.025634765625,0.04449462890625,0.019775390625,0.0,0.03033447265625,0.04248046875,0.02813720703125,0.06573486328125,0.05706787109375,0.064453125,0.0521240234375,0.02789306640625,0.0078125,0.03070068359375,0.0260009765625,0.04266357421875,0.0419921875,0.0184326171875,0.05670166015625,0.01763916015625,0.015625,0.0198974609375,0.033203125,0.0357666015625,0.02056884765625,0.0333251953125,0.0404052734375,0.01409912109375,0.015625,0.015625,0.0462646484375,0.0596923828125,0.04638671875,0.04351806640625,0.04852294921875,0.01324462890625,0.0174560546875,0.0191650390625,0.0413818359375,0.05389404296875,0.0400390625,0.0316162109375,0.0390625,0.0,0.01171875,0.0078125,0.02972412109375,0.04803466796875,0.06500244140625,0.0167236328125,0.016357421875,0.0,0.0078125,0.0,0.015625,0.03375244140625,0.03125,0.0078125,0.0078125,0.02392578125,0.30342978554511707,1.4645068408496773,596.7522382877572,0.39554285714285714,0.1465142857142857,0.10914285714285714,0.08651428571428571,0.061714285714285715,0.047714285714285716,0.032914285714285715,0.024171428571428573,0.017371428571428572,0.011485714285714285,0.011885714285714286,0.009314285714285714,0.006571428571428572,0.005257142857142857,0.0044,0.002857142857142857,0.002742857142857143,0.0024,0.0021142857142857144,0.01937142857142857,2.0604199151234,90.09254602059589,0.38578680203045684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04568527918781726,0.5126903553299492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05583756345177665,1.012062737572829
010,131.02256298065186,67.98276609355894,137.85890674591064,20.765337978387812,127.72889804840088,32.81245894042022,0.680998157684407,0.7106802028662079,0.6183938008109331,0.6657453173018574,0.05796527862548828,0.01910400390625,0.03277587890625,0.0400390625,0.07421875,0.03814697265625,0.08673095703125,0.041748046875,0.015625,0.015625,0.0338134765625,0.03363037109375,0.06512451171875,0.0643310546875,0.13006591796875,0.07318115234375,0.0552978515625,0.073486328125,0.0697021484375,0.08538818359375,0.07061767578125,0.04803466796875,0.1043701171875,0.06854248046875,0.026611328125,0.05999755859375,0.0650634765625,0.0731201171875,0.07958984375,0.0556640625,0.0709228515625,0.09478759765625,0.04705810546875,0.0819091796875,0.06646728515625,0.0703125,0.07012939453125,0.06317138671875,0.0938720703125,0.0501708984375,0.0557861328125,0.06231689453125,0.051513671875,0.07122802734375,0.05816650390625,0.06103515625,0.06475830078125,0.06689453125,0.04901123046875,0.0645751953125,0.08251953125,0.05792236328125,0.0606689453125,0.10174560546875,0.05352783203125,0.02227783203125,0.015625,0.03125,0.03125,0.0078125,0.03125,0.06884765625,0.0399169921875,0.0472412109375,0.044189453125,0.17430415334183944,1.2390606094105818,440.11863755425395,0.489686265868913,0.13879896269428296,0.10247631315785014,0.06618756250105934,0.04996694859234902,0.033305649248292345,0.024746182138680316,0.02055967050288988,0.013729046255021271,0.011203579721690199,0.008779809827285209,0.00827132663265479,0.004966185867557077,0.004339056594179562,0.0035593823624129224,0.002389871014762962,0.001813590060848489,0.0018983372599535586,0.0011864607874709741,0.012135798911845963,1.831072019077024,88.78127037696616,0.37967914438502676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213903743315508,0.05080213903743316,0.5080213903743316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040106951871657755,1.074355685532164
